Id,Node
2080,2080
2081,2081
2082,2082
3293,3293
3291,3291
2067,2067
2068,2068
2069,2069
3292,3292
3288,3288
2073,2073
2074,2074
2075,2075
2076,2076
2077,2077
2078,2078
2079,2079
